,time,id,x,y,z,velocity,angle of motion,facing angle
15949604,1351073986.76,19192000,5647,345,1474.433,880.159,-0.9179999999999999,-0.892
15949611,1351073986.799,19192000,5674,305,1496.076,870.76,-0.905,-0.867
15949618,1351073986.838,19192000,5687,286,1490.201,836.357,-0.925,-0.8540000000000001
15949625,1351073986.878,19192000,5713,260,1500.4589999999998,843.643,-0.932,-0.853
15949632,1351073986.92,19192000,5732,244,1493.681,837.529,-0.883,-0.865
15949639,1351073986.96,19192000,5753,227,1483.344,819.5260000000001,-0.8340000000000001,-0.851
15949646,1351073987.0010002,19192000,5776,211,1475.707,795.8960000000001,-0.82,-0.843
15949653,1351073987.042,19192000,5811,194,1469.38,797.0939999999999,-0.816,-0.764
15949660,1351073987.081,19192000,5859,171,1465.045,881.553,-0.748,-0.7559999999999999
15949667,1351073987.12,19192000,5884,174,1458.315,969.2189999999999,-0.679,-0.7190000000000001
15949674,1351073987.161,19192000,5910,159,1459.616,977.2639999999999,-0.682,-0.7070000000000001
15949681,1351073987.203,19192000,5940,139,1480.156,938.8389999999999,-0.693,-0.7070000000000001
15949688,1351073987.243,19192000,5984,125,1491.9389999999999,944.995,-0.7190000000000001,-0.679
15949695,1351073987.285,19192000,6011,109,1485.396,855.0089999999999,-0.6920000000000001,-0.682
15949702,1351073987.326,19192000,6039,91,1481.306,866.605,-0.7,-0.688
15949709,1351073987.3639998,19192000,6073,71,1479.892,809.799,-0.723,-0.695
15949716,1351073987.402,19192000,6107,56,1484.53,814.8639999999999,-0.753,-0.7509999999999999
15949723,1351073987.442,19192000,6133,30,1479.51,816.535,-0.8290000000000001,-0.769
15949730,1351073987.484,19192000,6153,8,1474.124,801.8889999999999,-0.813,-0.785
15949737,1351073987.522,19192000,6175,-11,1467.089,840.084,-0.763,-0.759
15949744,1351073987.562,19192000,6207,-37,1458.902,848.53,-0.7390000000000001,-0.7190000000000001
15949751,1351073987.6,19192000,6215,-55,1453.235,828.422,-0.7090000000000001,-0.7240000000000001
15949758,1351073987.639,19192000,6240,-85,1450.017,828.408,-0.742,-0.778
15949765,1351073987.681,19192000,6255,-113,1455.521,771.954,-0.716,-0.787
15949772,1351073987.7189999,19192000,6280,-128,1458.491,782.052,-0.667,-0.772
15949779,1351073987.7589998,19192000,6326,-173,1507.523,927.569,-0.7140000000000001,-0.74
15949786,1351073987.796,19192000,6375,-201,1500.826,1002.23,-0.736,-0.754
15949793,1351073987.835,19192000,6397,-239,1495.3370000000002,1028.501,-0.765,-0.784
15949800,1351073987.8730001,19192000,6447,-291,1491.92,1139.056,-0.8029999999999999,-0.784
15949807,1351073987.913,19192000,6486,-336,1483.682,1194.279,-0.8320000000000001,-0.7829999999999999
15949814,1351073987.952,19192000,6516,-365,1474.629,1280.192,-0.76,-0.768
15949821,1351073987.99,19192000,6546,-391,1463.014,1271.222,-0.733,-0.759
15949828,1351073988.029,19192000,6561,-407,1456.0220000000002,1277.015,-0.7190000000000001,-0.7979999999999999
15949835,1351073988.074,19192000,6603,-446,1453.349,1245.877,-0.7020000000000001,-0.792
15949842,1351073988.113,19192000,6632,-470,1454.74,1210.353,-0.679,-0.777
15949849,1351073988.155,19192000,6671,-497,1451.894,1239.829,-0.7040000000000001,-0.777
15949856,1351073988.196,19192000,6697,-525,1460.656,1176.55,-0.6990000000000001,-0.773
15949863,1351073988.235,19192000,6731,-535,1464.375,1186.146,-0.6759999999999999,-0.733
15949870,1351073988.274,19192000,6764,-566,1503.7879999999998,1189.846,-0.654,-0.733
15949877,1351073988.314,19192000,6799,-568,1498.3670000000002,1152.417,-0.7120000000000001,-0.773
15949884,1351073988.351,19192000,6832,-583,1493.707,1103.983,-0.6579999999999999,-0.754
15949891,1351073988.392,19192000,6857,-607,1492.953,1062.0610000000001,-0.6659999999999999,-0.755
15949898,1351073988.433,19192000,6881,-614,1504.6129999999998,1039.844,-0.664,-0.743
15949905,1351073988.473,19192000,6913,-637,1508.609,996.921,-0.728,-0.795
15949912,1351073988.512,19192000,6949,-659,1498.579,1031.5639999999999,-0.755,-0.759
15949919,1351073988.55,19192000,6973,-686,1544.964,1035.131,-0.82,-0.774
15949926,1351073988.591,19192000,7004,-710,1534.973,1043.306,-0.8859999999999999,-0.8240000000000001
15949933,1351073988.63,19192000,7036,-742,1522.9520000000002,985.442,-0.9309999999999999,-0.863
15949940,1351073988.672,19192000,7065,-814,1514.376,1029.46,-0.9790000000000001,-0.929
15949947,1351073988.7089999,19192000,7098,-847,1502.513,1062.526,-0.9840000000000001,-0.972
15949954,1351073988.744,19192000,7123,-885,1493.4460000000001,950.182,-0.946,-0.9890000000000001
15949961,1351073988.786,19192000,7154,-914,1485.495,941.7389999999999,-0.965,-0.956
15949968,1351073988.825,19192000,7183,-961,1480.973,1022.6239999999999,-0.9690000000000001,-0.956
15949975,1351073988.863,19192000,7216,-987,1479.6979999999999,1054.2269999999999,-0.943,-0.9359999999999999
15949982,1351073988.898,19192000,7248,-1020,1476.806,1048.945,-0.9329999999999999,-0.9129999999999999
15949989,1351073988.938,19192000,7284,-1042,1473.371,1043.525,-0.927,-0.9059999999999999
15949996,1351073988.976,19192000,7311,-1072,1471.902,1008.077,-0.9359999999999999,-0.9179999999999999
15950003,1351073989.013,19192000,7353,-1107,1470.918,1068.444,-0.83,-0.866
15950010,1351073989.049,19192000,7390,-1142,1469.1429999999998,1119.01,-0.85,-0.867
15950017,1351073989.088,19192000,7401,-1122,1470.1029999999998,1022.2339999999999,-0.8490000000000001,-0.855
15950024,1351073989.129,19192000,7433,-1133,1473.753,1008.35,-0.809,-0.8220000000000001
15950031,1351073989.167,19192000,7464,-1156,1475.3470000000002,978.6419999999999,-0.857,-0.8270000000000001
15950038,1351073989.205,19192000,7492,-1189,1482.2479999999998,979.596,-0.7959999999999999,-0.8320000000000001
15950045,1351073989.244,19192000,7489,-1185,1483.026,883.4810000000001,-0.914,-0.8640000000000001
15950052,1351073989.283,19192000,7494,-1181,1479.354,847.0160000000001,-0.857,-0.887
15950059,1351073989.322,19192000,7505,-1193,1480.5339999999999,778.836,-0.843,-0.919
15950066,1351073989.358,19192000,7518,-1196,1478.226,746.559,-0.745,-0.8370000000000001
15950073,1351073989.3930001,19192000,7545,-1206,1480.5079999999998,789.297,-0.742,-0.841
15950080,1351073989.434,19192000,7587,-1245,1488.906,830.2539999999999,-0.7440000000000001,-0.845
15950087,1351073989.471,19192000,7661,-1282,1505.26,858.215,-0.7090000000000001,-0.737
15950094,1351073989.5110002,19192000,7722,-1303,1518.775,906.7689999999999,-0.67,-0.665
15950101,1351073989.549,19192000,7775,-1308,1514.7679999999998,969.5269999999999,-0.45899999999999996,-0.544
15950108,1351073989.587,19192000,7825,-1316,1513.2779999999998,1067.262,-0.35600000000000004,-0.462
15950115,1351073989.6239998,19192000,7847,-1320,1508.621,1069.174,-0.331,-0.38799999999999996
15950122,1351073989.664,19192000,7909,-1348,1519.89,1126.7269999999999,-0.364,-0.371
15950129,1351073989.705,19192000,7956,-1361,1527.662,1160.445,-0.32799999999999996,-0.35
15950136,1351073989.744,19192000,7990,-1375,1520.4679999999998,1188.277,-0.321,-0.365
15950143,1351073989.785,19192000,8005,-1422,1517.87,1095.8519999999999,-0.5329999999999999,-0.498
15950150,1351073989.824,19192000,8019,-1477,1512.81,1074.614,-0.6459999999999999,-0.635
15950157,1351073989.862,19192000,8054,-1499,1506.5639999999999,1049.2089999999998,-0.621,-0.609
15950164,1351073989.901,19192000,8090,-1498,1504.059,1056.9180000000001,-0.5660000000000001,-0.561
15950171,1351073989.941,19192000,8129,-1517,1507.904,1078.9489999999998,-0.5429999999999999,-0.565
15950178,1351073989.9789999,19192000,8151,-1522,1508.111,1095.452,-0.49,-0.511
15950185,1351073990.016,19192000,8188,-1557,1512.1429999999998,1094.014,-0.546,-0.526
15950192,1351073990.053,19192000,8210,-1585,1515.3870000000002,1130.807,-0.5760000000000001,-0.5479999999999999
15950199,1351073990.092,19192000,8242,-1623,1511.121,1156.888,-0.625,-0.561
15950206,1351073990.129,19192000,8269,-1657,1511.976,1143.986,-0.515,-0.5820000000000001
15950213,1351073990.162,19192000,8289,-1701,1513.39,1202.0710000000001,-0.616,-0.625
15950220,1351073990.196,19192000,8331,-1751,1510.442,1270.934,-0.67,-0.6679999999999999
15950227,1351073990.2289999,19192000,8365,-1773,1512.1170000000002,1290.495,-0.6609999999999999,-0.67
15950234,1351073990.267,19192000,8401,-1801,1508.609,1328.414,-0.716,-0.6729999999999999
15950241,1351073990.301,19192000,8435,-1829,1510.8039999999999,1335.007,-0.6679999999999999,-0.706
15950248,1351073990.3339999,19192000,8493,-1870,1507.401,1347.0320000000002,-0.71,-0.731
15950255,1351073990.372,19192000,8513,-1869,1505.6660000000002,1269.953,-0.66,-0.677
15950262,1351073990.409,19192000,8528,-1886,1516.066,1181.406,-0.6859999999999999,-0.7090000000000001
15950269,1351073990.445,19192000,8537,-1898,1518.201,1072.056,-0.71,-0.7390000000000001
15950276,1351073990.4819999,19192000,8544,-1892,1520.513,1026.955,-0.727,-0.7490000000000001
15950283,1351073990.52,19192000,8579,-1932,1520.8120000000001,1056.303,-0.72,-0.7190000000000001
15950290,1351073990.557,19192000,8625,-1960,1525.8120000000001,1067.161,-0.716,-0.7
15950297,1351073990.59,19192000,8645,-1977,1524.549,1068.26,-0.718,-0.695
15950304,1351073990.6230001,19192000,8688,-1995,1533.588,1067.346,-0.665,-0.7190000000000001
15950311,1351073990.6560001,19192000,8717,-2028,1537.8029999999999,1088.351,-0.7440000000000001,-0.7509999999999999
15950318,1351073990.691,19192000,8736,-2028,1535.364,1010.1389999999999,-0.69,-0.721
15950325,1351073990.727,19192000,8757,-2035,1539.017,985.5930000000001,-0.7240000000000001,-0.7829999999999999
15950332,1351073990.763,19192000,8789,-2060,1547.5339999999999,981.7310000000001,-0.789,-0.7859999999999999
15950339,1351073990.797,19192000,8820,-2094,1544.342,1022.737,-0.774,-0.7979999999999999
15950346,1351073990.835,19192000,8837,-2114,1537.463,1052.0810000000001,-0.7979999999999999,-0.7759999999999999
15950353,1351073990.87,19192000,8851,-2127,1529.906,1005.9810000000001,-0.736,-0.75
15950360,1351073990.9060001,19192000,8868,-2135,1524.9460000000001,963.288,-0.7809999999999999,-0.775
15950367,1351073990.943,19192000,8884,-2164,1529.2910000000002,960.257,-0.763,-0.802
15950374,1351073990.978,19192000,8895,-2191,1530.727,907.1569999999999,-0.807,-0.8009999999999999
15950381,1351073991.0110002,19192000,8915,-2209,1537.4579999999999,915.9939999999999,-0.8290000000000001,-0.7809999999999999
15950388,1351073991.044,19192000,8932,-2233,1548.79,912.18,-0.84,-0.778
15950395,1351073991.08,19192000,8941,-2260,1555.118,889.118,-0.843,-0.8140000000000001
15950402,1351073991.118,19192000,8969,-2291,1560.795,885.7080000000001,-0.904,-0.8740000000000001
15950409,1351073991.151,19192000,9013,-2326,1553.727,921.5360000000001,-0.7879999999999999,-0.804
15950416,1351073991.184,19192000,9060,-2364,1547.467,980.584,-0.715,-0.669
15950423,1351073991.2189999,19192000,9084,-2370,1545.02,995.615,-0.596,-0.599
15950430,1351073991.2519999,19192000,9119,-2383,1543.8329999999999,1003.775,-0.597,-0.568
15950437,1351073991.285,19192000,9137,-2392,1543.7379999999998,1041.663,-0.58,-0.579
15950444,1351073991.318,19192000,9171,-2407,1545.6470000000002,1107.27,-0.578,-0.562
15950451,1351073991.351,19192000,9202,-2418,1538.4360000000001,1120.688,-0.547,-0.528
15950458,1351073991.388,19192000,9233,-2423,1531.7979999999998,1087.971,-0.51,-0.498
15950465,1351073991.424,19192000,9273,-2437,1531.649,1080.653,-0.491,-0.512
15950472,1351073991.458,19192000,9321,-2472,1535.082,1170.509,-0.467,-0.506
15950479,1351073991.4910002,19192000,9339,-2509,1532.392,1162.742,-0.588,-0.5760000000000001
15950486,1351073991.524,19192000,9360,-2543,1531.26,1219.731,-0.645,-0.594
15950493,1351073991.557,19192000,9381,-2552,1533.09,1239.042,-0.66,-0.6
15950500,1351073991.59,19192000,9396,-2548,1532.6629999999998,1190.282,-0.637,-0.597
15950507,1351073991.6269999,19192000,9431,-2580,1541.849,1161.703,-0.636,-0.605
15950514,1351073991.66,19192000,9438,-2596,1549.296,1063.665,-0.6809999999999999,-0.654
15950521,1351073991.697,19192000,9461,-2628,1550.6589999999999,1059.947,-0.703,-0.6579999999999999
15950528,1351073991.731,19192000,9494,-2644,1554.269,988.842,-0.679,-0.644
15950535,1351073991.766,19192000,9507,-2656,1551.07,926.512,-0.6659999999999999,-0.633
15950542,1351073991.799,19192000,9534,-2679,1535.895,852.347,-0.6459999999999999,-0.6609999999999999
15950549,1351073991.837,19192000,9555,-2694,1532.615,853.664,-0.625,-0.64
15950556,1351073991.8730001,19192000,9574,-2706,1530.774,888.007,-0.606,-0.645
15950563,1351073991.911,19192000,9589,-2730,1537.27,844.1189999999999,-0.607,-0.631
15950570,1351073991.951,19192000,9625,-2746,1535.485,899.415,-0.586,-0.613
15950577,1351073991.987,19192000,9651,-2781,1527.261,927.013,-0.617,-0.595
15950584,1351073992.025,19192000,9693,-2806,1522.259,978.567,-0.5589999999999999,-0.573
15950591,1351073992.064,19192000,9716,-2846,1521.254,1016.2510000000001,-0.623,-0.606
15950598,1351073992.1,19192000,9725,-2871,1519.408,1001.836,-0.628,-0.617
15950605,1351073992.139,19192000,9754,-2905,1543.7620000000002,960.382,-0.6709999999999999,-0.6409999999999999
15950612,1351073992.182,19192000,9770,-2931,1542.106,855.329,-0.6559999999999999,-0.619
15950619,1351073992.2189999,19192000,9779,-2944,1529.783,796.952,-0.58,-0.595
15950626,1351073992.2580001,19192000,9810,-2964,1534.155,871.573,-0.561,-0.601
15950633,1351073992.296,19192000,9812,-2995,1537.469,873.8480000000001,-0.574,-0.605
15950640,1351073992.3339999,19192000,9836,-3034,1528.375,889.457,-0.627,-0.684
15950647,1351073992.37,19192000,9867,-3059,1525.195,938.263,-0.638,-0.715
15950654,1351073992.407,19192000,9905,-3083,1526.398,936.492,-0.6940000000000001,-0.7959999999999999
15950661,1351073992.443,19192000,9945,-3097,1519.8970000000002,935.6339999999999,-0.7390000000000001,-0.813
15950668,1351073992.48,19192000,9963,-3128,1502.749,952.3439999999999,-0.758,-0.8240000000000001
15950675,1351073992.5180001,19192000,10001,-3153,1496.566,997.6,-0.8340000000000001,-0.8690000000000001
15950682,1351073992.559,19192000,10021,-3187,1495.425,1008.311,-0.812,-0.8590000000000001
15950689,1351073992.596,19192000,10048,-3225,1496.6789999999999,1024.955,-0.775,-0.86
15950696,1351073992.6360002,19192000,10081,-3264,1495.168,1115.0539999999999,-0.767,-0.841
15950703,1351073992.674,19192000,10110,-3288,1510.9460000000001,1086.3010000000002,-0.784,-0.872
15950710,1351073992.713,19192000,10158,-3318,1509.631,1147.361,-0.8079999999999999,-0.855
15950717,1351073992.7510002,19192000,10198,-3355,1505.444,1146.129,-0.805,-0.866
15950724,1351073992.788,19192000,10222,-3379,1511.3310000000001,1153.421,-0.7859999999999999,-0.915
15950731,1351073992.824,19192000,10257,-3419,1508.649,1240.369,-0.787,-0.915
15950738,1351073992.863,19192000,10289,-3458,1516.497,1276.123,-0.794,-0.9009999999999999
15950745,1351073992.9,19192000,10309,-3498,1516.9279999999999,1266.951,-0.847,-0.883
15950752,1351073992.942,19192000,10334,-3534,1500.59,1279.8980000000001,-0.8909999999999999,-0.8740000000000001
15950759,1351073992.978,19192000,10359,-3565,1490.764,1328.585,-0.863,-0.895
15950766,1351073993.016,19192000,10375,-3597,1483.93,1388.0120000000002,-0.9279999999999999,-0.917
15950773,1351073993.053,19192000,10400,-3628,1477.6229999999998,1424.48,-0.9309999999999999,-0.919
15950780,1351073993.088,19192000,10441,-3655,1480.8670000000002,1468.36,-0.8959999999999999,-0.922
15950787,1351073993.1239998,19192000,10469,-3691,1480.6,1392.339,-0.981,-0.9359999999999999
15950794,1351073993.159,19192000,10510,-3715,1471.9720000000002,1385.6870000000001,-0.934,-0.904
15950801,1351073993.199,19192000,10549,-3740,1466.254,1347.1660000000002,-0.825,-0.828
15950808,1351073993.235,19192000,10569,-3789,1481.7620000000002,1462.795,-0.922,-0.907
15950815,1351073993.272,19192000,10581,-3856,1482.6370000000002,1459.72,-0.956,-0.973
15950822,1351073993.307,19192000,10590,-3841,1484.019,1297.441,-0.894,-0.8959999999999999
15950829,1351073993.342,19192000,10594,-3820,1483.095,1099.41,-0.797,-0.83
15950836,1351073993.38,19192000,10617,-3796,1475.1779999999999,987.875,-0.777,-0.7509999999999999
15950843,1351073993.414,19192000,10638,-3781,1467.894,938.835,-0.742,-0.733
15950850,1351073993.453,19192000,10668,-3790,1454.12,943.993,-0.713,-0.731
15950857,1351073993.49,19192000,10685,-3807,1451.1,865.993,-0.726,-0.746
15950864,1351073993.5310001,19192000,10711,-3822,1448.225,849.985,-0.6659999999999999,-0.731
15950871,1351073993.568,19192000,10747,-3846,1449.983,883.953,-0.746,-0.708
15950878,1351073993.606,19192000,10773,-3856,1443.366,925.5239999999999,-0.716,-0.685
15950885,1351073993.644,19192000,10799,-3874,1438.201,1006.7080000000001,-0.7190000000000001,-0.696
15950892,1351073993.683,19192000,10813,-3901,1429.985,1062.016,-0.7559999999999999,-0.6829999999999999
15950899,1351073993.72,19192000,10844,-3924,1423.0339999999999,1063.155,-0.772,-0.638
15950906,1351073993.76,19192000,10872,-3958,1423.521,1033.479,-0.818,-0.669
15950913,1351073993.795,19192000,10890,-4002,1431.138,1069.243,-0.812,-0.703
15950920,1351073993.835,19192000,10932,-4056,1445.922,1206.589,-0.7829999999999999,-0.737
15950927,1351073993.871,19192000,10970,-4090,1443.22,1274.575,-0.748,-0.718
15950934,1351073993.91,19192000,11011,-4117,1449.8770000000002,1312.461,-0.715,-0.73
15950941,1351073993.944,19192000,11038,-4142,1450.924,1310.763,-0.706,-0.727
15950948,1351073993.985,19192000,11047,-4188,1447.652,1226.629,-0.8079999999999999,-0.779
15950955,1351073994.023,19192000,11062,-4205,1449.076,1217.971,-0.8190000000000001,-0.782
15950962,1351073994.061,19192000,11077,-4244,1450.245,1179.3519999999999,-0.805,-0.772
15950969,1351073994.1,19192000,11108,-4264,1449.536,1078.937,-0.82,-0.7829999999999999
15950976,1351073994.137,19192000,11135,-4285,1448.523,1065.623,-0.7859999999999999,-0.83
15950983,1351073994.172,19192000,11154,-4315,1448.335,1096.25,-0.846,-0.9159999999999999
15950990,1351073994.2089999,19192000,11164,-4343,1446.418,1047.188,-0.919,-0.94
15950997,1351073994.245,19192000,11172,-4361,1439.981,999.685,-0.988,-0.9690000000000001
15951004,1351073994.284,19192000,11177,-4376,1434.3529999999998,962.587,-1.01,-0.986
15951011,1351073994.321,19192000,11197,-4409,1430.031,974.308,-1.003,-0.987
15951018,1351073994.36,19192000,11222,-4459,1431.521,1074.1989999999998,-1.095,-1.072
15951025,1351073994.395,19192000,11248,-4505,1431.8,1070.443,-1.1179999999999999,-1.054
15951032,1351073994.434,19192000,11279,-4541,1434.774,1083.128,-1.013,-0.988
15951039,1351073994.475,19192000,11309,-4563,1435.5710000000001,1119.127,-0.9790000000000001,-0.958
15951046,1351073994.512,19192000,11336,-4593,1447.7479999999998,1092.317,-0.9390000000000001,-0.97
15951053,1351073994.55,19192000,11373,-4630,1452.2879999999998,1094.527,-0.883,-0.938
15951060,1351073994.586,19192000,11400,-4660,1447.5910000000001,1089.53,-0.893,-0.94
15951067,1351073994.6260002,19192000,11414,-4674,1440.531,922.7860000000001,-0.8640000000000001,-0.941
15951074,1351073994.661,19192000,11433,-4674,1432.739,840.013,-0.8440000000000001,-0.903
15951081,1351073994.699,19192000,11446,-4703,1428.2579999999998,853.02,-0.885,-0.917
15951088,1351073994.735,19192000,11466,-4726,1424.3429999999998,869.695,-0.941,-0.922
15951095,1351073994.775,19192000,11497,-4760,1416.193,997.595,-0.978,-0.915
15951102,1351073994.814,19192000,11511,-4768,1409.2160000000001,967.5139999999999,-0.907,-0.924
15951109,1351073994.853,19192000,11548,-4767,1407.479,980.247,-0.895,-0.93
15951116,1351073994.8930001,19192000,11589,-4798,1402.325,1091.974,-0.87,-0.885
15951123,1351073994.932,19192000,11625,-4838,1404.832,1128.888,-0.968,-0.922
15951130,1351073994.971,19192000,11663,-4883,1417.605,1242.879,-1.004,-0.9620000000000001
15951137,1351073995.01,19192000,11693,-4913,1421.5539999999999,1260.673,-1.0090000000000001,-0.938
15951144,1351073995.049,19192000,11737,-4931,1429.63,1206.522,-0.924,-0.905
15951151,1351073995.09,19192000,11769,-4946,1431.971,1157.4460000000001,-0.9079999999999999,-0.895
15951158,1351073995.129,19192000,11809,-4968,1436.231,1158.605,-0.852,-0.883
15951165,1351073995.171,19192000,11836,-4982,1434.876,1103.353,-0.8370000000000001,-0.831
15951172,1351073995.21,19192000,11860,-4990,1433.868,1076.049,-0.8109999999999999,-0.792
15951179,1351073995.2510002,19192000,11882,-5001,1434.483,1048.0410000000002,-0.764,-0.8009999999999999
15951186,1351073995.29,19192000,11915,-5040,1427.817,1084.889,-0.79,-0.815
15951193,1351073995.328,19192000,11943,-5063,1422.1760000000002,1101.68,-0.727,-0.772
15951200,1351073995.3660002,19192000,11989,-5098,1417.925,1154.734,-0.723,-0.728
15951207,1351073995.4060001,19192000,12034,-5132,1414.4229999999998,1100.61,-0.6729999999999999,-0.733
15951214,1351073995.445,19192000,12051,-5166,1428.18,1042.705,-0.6459999999999999,-0.747
15951221,1351073995.4889998,19192000,12083,-5221,1426.269,1039.469,-0.74,-0.818
15951228,1351073995.526,19192000,12103,-5259,1423.412,994.8939999999999,-0.7979999999999999,-0.851
15951235,1351073995.566,19192000,12131,-5303,1422.6629999999998,999.164,-0.82,-0.865
15951242,1351073995.605,19192000,12129,-5339,1421.84,959.435,-0.895,-0.9059999999999999
15951250,1351073995.6460001,19192000,12153,-5398,1444.453,966.296,-0.973,-0.878
15951258,1351073995.686,19192000,12185,-5427,1444.941,962.3530000000001,-0.904,-0.861
15951266,1351073995.726,19192000,12209,-5458,1444.941,942.875,-0.9620000000000001,-0.877
15951274,1351073995.764,19192000,12233,-5512,1456.183,983.171,-0.992,-0.97
15951282,1351073995.802,19192000,12259,-5573,1459.74,1021.799,-0.996,-1.02
15951290,1351073995.841,19192000,12288,-5626,1460.215,1052.096,-1.0390000000000001,-1.0390000000000001
15951298,1351073995.879,19192000,12322,-5666,1458.5520000000001,1104.382,-1.077,-1.079
15951306,1351073995.923,19192000,12348,-5722,1462.568,1152.3419999999999,-1.013,-1.104
15951314,1351073995.965,19192000,12378,-5751,1463.7160000000001,1090.67,-0.946,-1.068
15951322,1351073996.003,19192000,12425,-5780,1463.3429999999998,1078.933,-0.945,-1.005
15951330,1351073996.045,19192000,12475,-5827,1491.344,1094.129,-0.93,-0.987
15951338,1351073996.083,19192000,12519,-5841,1501.191,1022.03,-0.877,-0.945
15951346,1351073996.1230001,19192000,12568,-5853,1526.4520000000002,988.477,-0.878,-0.9059999999999999
15951354,1351073996.163,19192000,12612,-5871,1535.881,930.8689999999999,-0.846,-0.889
15951362,1351073996.204,19192000,12638,-5904,1534.818,933.7769999999999,-0.8540000000000001,-0.85
15951370,1351073996.243,19192000,12679,-5910,1533.7160000000001,888.132,-0.8170000000000001,-0.8079999999999999
15951378,1351073996.2810001,19192000,12709,-5941,1539.6870000000001,972.238,-0.745,-0.769
15951386,1351073996.321,19192000,12739,-5993,1537.154,1078.365,-0.7709999999999999,-0.733
15951394,1351073996.3569999,19192000,12769,-6017,1534.481,1088.1889999999999,-0.765,-0.742
15951402,1351073996.399,19192000,12806,-6057,1532.868,1142.683,-0.795,-0.805
15951410,1351073996.439,19192000,12836,-6084,1531.3870000000002,1143.987,-0.826,-0.85
15951418,1351073996.477,19192000,12859,-6122,1528.556,1145.065,-0.8740000000000001,-0.875
15951426,1351073996.516,19192000,12878,-6164,1525.384,1190.317,-0.922,-0.878
15951434,1351073996.554,19192000,12898,-6195,1522.523,1143.434,-0.8959999999999999,-0.851
15951442,1351073996.592,19192000,12921,-6231,1522.11,1164.0539999999999,-0.868,-0.838
15951450,1351073996.631,19192000,12942,-6269,1521.725,1232.583,-0.9009999999999999,-0.8590000000000001
15951458,1351073996.669,19192000,12974,-6310,1530.8329999999999,1299.624,-0.8420000000000001,-0.8759999999999999
15951466,1351073996.711,19192000,12991,-6355,1530.6,1269.629,-0.9009999999999999,-0.888
15951474,1351073996.7510002,19192000,13007,-6377,1530.124,1200.7730000000001,-0.919,-0.902
15951482,1351073996.7910001,19192000,13032,-6424,1528.9260000000002,1226.89,-0.9940000000000001,-0.89
15951490,1351073996.828,19192000,13052,-6461,1527.733,1210.451,-0.9540000000000001,-0.9
15951498,1351073996.869,19192000,13073,-6498,1525.5420000000001,1179.428,-0.951,-0.9209999999999999
15951506,1351073996.907,19192000,13108,-6527,1523.619,1184.15,-0.9109999999999999,-0.87
15951514,1351073996.944,19192000,13140,-6545,1520.986,1124.748,-0.7829999999999999,-0.813
15951522,1351073996.981,19192000,13160,-6571,1517.4270000000001,1122.319,-0.802,-0.857
15951530,1351073997.0210001,19192000,13167,-6578,1513.766,1076.614,-0.785,-0.809
15951538,1351073997.059,19192000,13204,-6592,1511.9260000000002,1066.799,-0.815,-0.815
15951546,1351073997.095,19192000,13231,-6610,1510.124,1020.2610000000001,-0.802,-0.816
15951554,1351073997.1360002,19192000,13265,-6639,1508.6770000000001,1080.888,-0.831,-0.7979999999999999
15951562,1351073997.174,19192000,13291,-6656,1507.474,1062.673,-0.807,-0.7929999999999999
15951570,1351073997.215,19192000,13324,-6685,1506.8570000000002,1059.275,-0.7829999999999999,-0.818
15951578,1351073997.255,19192000,13352,-6714,1512.497,1004.6560000000001,-0.7879999999999999,-0.836
15951586,1351073997.294,19192000,13368,-6731,1513.2720000000002,966.797,-0.823,-0.8370000000000001
15951594,1351073997.336,19192000,13378,-6752,1516.9979999999998,854.155,-0.865,-0.889
15951602,1351073997.3769999,19192000,13415,-6757,1515.217,856.567,-0.797,-0.853
15951610,1351073997.415,19192000,13429,-6770,1513.41,797.4630000000001,-0.88,-0.858
15951618,1351073997.454,19192000,13438,-6779,1512.013,793.091,-0.862,-0.872
15951626,1351073997.493,19192000,13460,-6806,1510.6670000000001,883.7539999999999,-0.8240000000000001,-0.8290000000000001
15951634,1351073997.533,19192000,13492,-6843,1507.297,942.7389999999999,-0.85,-0.841
15951642,1351073997.575,19192000,13516,-6874,1504.033,957.113,-0.825,-0.858
15951650,1351073997.615,19192000,13555,-6923,1501.392,1079.435,-0.871,-0.88
15951658,1351073997.655,19192000,13594,-6966,1498.882,1125.412,-0.871,-0.8640000000000001
15951666,1351073997.695,19192000,13616,-7008,1496.463,1172.431,-0.8270000000000001,-0.8490000000000001
15951674,1351073997.734,19192000,13624,-7050,1495.787,1111.0439999999999,-0.885,-0.79
15951682,1351073997.775,19192000,13647,-7101,1508.67,1180.396,-0.935,-0.8440000000000001
15951690,1351073997.815,19192000,13659,-7119,1511.029,1097.1589999999999,-0.943,-0.835
15951698,1351073997.8569999,19192000,13682,-7141,1510.414,1030.866,-0.841,-0.799
15951706,1351073997.897,19192000,13701,-7161,1508.4479999999999,1005.785,-0.838,-0.745
15951714,1351073997.939,19192000,13711,-7175,1503.7320000000002,996.096,-0.7709999999999999,-0.7490000000000001
15951722,1351073997.978,19192000,13728,-7189,1498.533,941.716,-0.737,-0.769
15951730,1351073998.017,19192000,13746,-7200,1492.9660000000001,847.421,-0.7240000000000001,-0.754
15951738,1351073998.057,19192000,13777,-7223,1488.464,831.586,-0.745,-0.7020000000000001
15951746,1351073998.096,19192000,13786,-7236,1485.451,721.4780000000001,-0.74,-0.6829999999999999
15951754,1351073998.138,19192000,13807,-7247,1481.774,696.362,-0.718,-0.679
